"period","model","threshold","false_positive_weight","outcome_prevalence","action","true_positive_definition","false_positive_definition","TP","FP","FN","TN","net_benefit","net_benefit_all","net_benefit_none","standardized_net_benefit","race_ethnicity_group"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.41,0.694915254237288,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,122,3,4,0.576673938580299,0.577110253398221,0,0.768391395733643,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.42,0.724137931034483,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,122,3,4,0.56961420279959,0.569819050870604,0,0.758984623783095,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.43,0.754385964912281,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,122,3,4,0.562306756991489,0.562272016675352,0,0.749247789658844,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.44,0.785714285714286,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,122,3,4,0.554738330975955,0.554455445544555,0,0.739163211458726,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.45,0.818181818181818,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,120,3,6,0.55013501350135,0.546354635463546,0,0.733029503478052,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.46,0.851851851851852,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",375,118,4,8,0.543527686101944,0.537953795379538,0,0.72422554480602,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.47,0.886792452830189,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",375,118,4,8,0.53536334765552,0.529235942462171,0,0.713346940807487,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.48,0.923076923076923,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",374,117,5,9,0.526732673267327,0.52018278750952,0,0.701846965699208,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.49,0.96078431372549,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",374,116,5,10,0.519899048728402,0.510774606872452,0,0.692741476537845,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.5,1,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",373,114,6,12,0.512871287128713,0.500990099009901,0,0.683377308707124,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.51,1.04081632653061,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",369,112,10,14,0.4998585572843,0.490806223479491,0,0.666038447041086,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.52,1.08333333333333,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",365,111,14,15,0.484653465346535,0.48019801980198,0,0.645778364116095,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.53,1.12765957446809,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",363,108,16,18,0.477649041499895,0.469138403202022,0,0.636445292763712,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.54,1.17391304347826,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",361,107,18,19,0.46612139474817,0.457597933706414,0,0.621085235746243,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.55,1.22222222222222,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",360,107,19,19,0.453905390539054,0.445544554455445,0,0.604807974201114,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.56,1.27272727272727,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",359,105,20,21,0.446264626462646,0.432943294329433,0,0.59462700887503,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.57,1.32558139534884,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",358,104,21,22,0.435919871056873,0.41975592908128,0,0.580843099957047,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.58,1.38095238095238,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",357,104,22,22,0.422536539368222,0.405940594059406,0,0.563010428445785,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.59,1.4390243902439,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",357,103,22,23,0.413426708524511,0.391451340255977,0,0.550871999485166,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.6,1.5,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",351,99,28,27,0.400990099009901,0.376237623762376,0,0.534300791556728,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.61,1.56410256410256,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",347,92,32,34,0.402183295252602,0.36024371667936,0,0.535890670455314,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.62,1.63157894736842,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",344,85,35,41,0.40656591974987,0.343408025013028,0,0.541730315233995,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.63,1.7027027027027,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",338,80,41,46,0.3995718490768,0.325662295959326,0,0.532411039007345,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.64,1.77777777777778,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",333,74,46,52,0.398899889988999,0.306930693069307,0,0.531515684549985,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.65,1.85714285714286,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",326,72,53,54,0.380763790664781,0.287128712871287,0,0.507350169619299,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.66,1.94117647058824,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",319,70,60,56,0.36260920209668,0.266161910308678,0,0.483160018624864,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.67,2.03030303030303,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",312,67,67,59,0.348454845484548,0.243924392439244,0,0.464299992004477,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.68,2.125,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",306,63,73,63,0.340841584158416,0.22029702970297,0,0.454155672823219,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.69,2.2258064516129,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",302,58,77,68,0.34238262535931,0.195145320983711,0,0.456209039067155,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.7,2.33333333333333,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",295,54,84,72,0.334653465346535,0.168316831683168,0,0.445910290237467,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.71,2.44827586206897,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",280,50,99,76,0.312051894844657,0.139638101741209,0,0.415794741151852,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.72,2.57142857142857,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",271,50,108,76,0.282036775106082,0.108910891089109,0,0.375800980022616,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.73,2.7037037037037,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",260,48,119,78,0.257865786578658,0.075907590759076,0,0.343594253884491,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.74,2.84615384615385,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",251,42,128,84,0.26031987814166,0.0403655750190405,0,0.346864217576619,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.75,3,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",242,39,137,87,0.247524752475248,0.00198019801980198,0,0.329815303430079,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.76,3.16666666666667,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",231,36,148,90,0.231683168316832,-0.0396039603960396,0,0.308707124010554,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.77,3.34782608695652,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",223,31,156,95,0.236074042186827,-0.0848041325871718,0,0.314557760697488,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.78,3.54545454545455,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",215,29,164,97,0.222142214221422,-0.134113411341134,0,0.295994243223795,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.79,3.76190476190476,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",204,24,175,102,0.225176803394625,-0.188118811881188,0,0.300037693177535,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.8,4,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",199,24,180,102,0.203960396039604,-0.247524752475248,0,0.271767810026385,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.81,4.26315789473684,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",191,19,188,107,0.217821782178218,-0.313183949973945,0,0.29023746701847,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.82,4.55555555555556,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",180,15,199,111,0.221122112211221,-0.386138613861386,0,0.294635004397537,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.83,4.88235294117647,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",164,15,215,111,0.179732090856144,-0.467676179382645,0,0.239484712090641,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.84,5.25,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",159,13,220,113,0.17970297029703,-0.55940594059406,0,0.239445910290237,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.85,5.66666666666667,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",146,11,233,115,0.165676567656766,-0.663366336633664,0,0.2207563764292,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.86,6.14285714285715,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",137,9,242,117,0.161810466760962,-0.782178217821783,0,0.215604975499435,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.87,6.6923076923077,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",126,8,253,118,0.143488194973343,-0.919268849961921,0,0.191191394357621,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.88,7.33333333333334,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",113,7,266,119,0.122112211221122,-1.07920792079208,0,0.162708883025506,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.89,8.0909090909091,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",104,7,275,119,0.0937893789378936,-1.26822682268227,0,0.124970016790597,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_neutral_counselling_logistic",0.9,9,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",95,6,284,120,0.0811881188118812,-1.4950495049505,0,0.108179419525066,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.2,0.25,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.688118811881188,0.688118811881188,0,0.91688654353562,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.21,0.265822784810127,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.684170948740444,0.684170948740444,0,0.911626198189773,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.22,0.282051282051282,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.68012185833968,0.68012185833968,0,0.906230972194033,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.23,0.298701298701299,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.675967596759676,0.675967596759676,0,0.900695610458144,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.24,0.315789473684211,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.671704012506514,0.671704012506514,0,0.895014581308152,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.25,0.333333333333333,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.667326732673267,0.667326732673267,0,0.889182058047494,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.26,0.351351351351351,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.662831147979663,0.662831147979663,0,0.883191899023034,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.27,0.36986301369863,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.658212396582124,0.658212396582124,0,0.877037626052698,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.28,0.388888888888889,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",379,126,0,0,0.653465346534653,0.653465346534653,0,0.870712401055409,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.29,0.408450704225352,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,126,1,0,0.646604378747734,0.648584576767536,0,0.861570478278643,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.3,0.428571428571429,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,126,1,0,0.641584158415842,0.643564356435644,0,0.854881266490765,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.31,0.449275362318841,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,126,1,0,0.636418424451141,0.638398622470943,0,0.847998164506137,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.32,0.470588235294118,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,125,1,1,0.632032615026208,0.633080955154339,0,0.842154275958404,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.33,0.492537313432836,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,124,1,2,0.627574996305601,0.627604551499926,0,0.836214704839916,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.34,0.515151515151515,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,124,1,2,0.622022202220222,0.621962196219622,0,0.828815863116655,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.35,0.538461538461538,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,123,1,3,0.617364813404417,0.616146230007616,0,0.82261010757053,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.36,0.5625,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",378,123,1,3,0.611509900990099,0.610148514851485,0,0.814808707124011,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.37,0.587301587301587,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,123,2,3,0.603488920320604,0.603960396039604,0,0.804121120743812,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.38,0.612903225806452,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,123,2,3,0.597253273714468,0.597572660491856,0,0.795812409566772,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.39,0.639344262295082,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,123,2,3,0.590813179678624,0.590975490991722,0,0.787231281629828,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.4,0.666666666666667,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,122,2,4,0.585478547854785,0.584158415841584,0,0.780123131046614,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.41,0.694915254237288,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,122,2,4,0.578654136600101,0.577110253398221,0,0.771029918161084,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.42,0.724137931034483,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,122,2,4,0.571594400819392,0.569819050870604,0,0.761623146210536,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.43,0.754385964912281,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,122,2,4,0.564286955011291,0.562272016675352,0,0.751886312086284,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.44,0.785714285714286,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",377,122,2,4,0.556718528995757,0.554455445544555,0,0.741801733886167,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.45,0.818181818181818,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,122,3,4,0.546894689468947,0.546354635463546,0,0.728711921324059,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.46,0.851851851851852,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",376,120,3,6,0.542134213421342,0.537953795379538,0,0.722368806801524,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.47,0.886792452830189,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",375,119,4,7,0.533607322996451,0.529235942462171,0,0.71100711903221,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.48,0.923076923076923,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",375,118,4,8,0.526884996191927,0.52018278750952,0,0.702049928962858,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.49,0.96078431372549,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",374,118,5,8,0.51609396233741,0.510774606872452,0,0.687671374618449,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.5,1,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",374,116,5,10,0.510891089108911,0.500990099009901,0,0.680738786279683,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.51,1.04081632653061,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",372,115,7,11,0.499616084057385,0.490806223479491,0,0.665715362662215,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.52,1.08333333333333,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",370,113,9,13,0.49026402640264,0.48019801980198,0,0.65325417766051,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.53,1.12765957446809,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",368,111,11,15,0.480851063829787,0.469138403202022,0,0.640711839667658,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.54,1.17391304347826,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",365,108,14,18,0.471717606543263,0.457597933706414,0,0.628541929562923,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.55,1.22222222222222,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",362,108,17,18,0.455445544554455,0.445544554455445,0,0.606860158311346,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.56,1.27272727272727,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",361,108,18,18,0.442664266426643,0.432943294329433,0,0.589829695370592,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.57,1.32558139534884,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",359,105,20,21,0.435275155422519,0.41975592908128,0,0.579984046143462,"NH_NHOPI"
"2024_posthoc_comparative_evaluation","race_inclusive_counselling_logistic",0.58,1.38095238095238,0.75049504950495,"support_or_encourage_planned_TOLAC","TOLAC_supported_and_VBAC_occurs","TOLAC_supported_but_TOLAC_fails",358,104,21,22,0.424516737388024,0.405940594059406,0,0.565648950873225,"NH_NHOPI"
